genome_id	ncbi_biosample_accession_id	ncbi_lat_lon	lat_lon	date	ncbi_bioproject	domain	phylum	class	order	family	genus	species	collection_date	geographic_location_harmonized	host_harmonized	isolation_source_harmonized	project_name	env_broad_med_local	misc_attributes	google_earth_embeddings
GB_GCA_018698075.1	SAMN14915023	48.36 N 123.30 W	48.36 N 123.30 W	2011-08-10	PRJNA630981	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Arenicellales	f__UBA868	g__UBA868	s__UBA868 sp018698075	2011-08-10	Canada: Vancouver, Saanich Inlet		hypoxic seawater		marine biome [ENVO:00000447]	[biomaterial_provider] Steven J Hallam --- [depth] 100-200 m --- [derived-from] This BioSample is a metagenomic assembly obtained from the Saanich Inlet SI060_S3 metagenome BioSample: SAMN14850027 --- [envrionmental-sample] 1 --- [identified_by] Heyu Lin --- [isolate] SI060_bin51 --- [metagenome-source] marine metagenome --- [metagenomic] 1 --- [sample_type] metagenomic assembly	[-0.01574778931180315, -0.11374086889657825, -0.2364628988850442, -0.17937716262975778, 0.000984236831987697, 0.03844675124951941, 0.07111111111111111, 0.15378700499807765, 0.13016532103037293, 0.0271280276816609, 0.09356401384083046, -0.09356401384083046, -0.017777777777777778, -0.17937716262975778, 0.08882737408688965, -0.022206843521722412, 0.09842368319876971, -0.07972318339100345, 0.07535563244905807, -0.000984236831987697, 0.07535563244905807, 0.2069357939254133, -0.09842368319876971, 0.2288965782391388, -0.09842368319876971, -0.16000000000000003, 0.019930795847750864, -0.3014225297962323, 0.14173010380622836, -0.17279507881584008, -0.16633602460592078, 0.3188927335640138, 0.11374086889657825, -0.05911572472126105, -0.14173010380622836, -0.05173394848135333, 0.08421376393694734, -0.003014225297962322, 0.0271280276816609, 0.11374086889657825, -0.05536332179930796, -0.16633602460592078, 0.16633602460592078, 0.029773164167627833, 0.01574778931180315, 0.1929104190695886, -0.16000000000000003, 0.03543252595155709, -0.07972318339100345, -0.029773164167627833, 0.008858131487889272, 0.05173394848135333, -0.12456747404844293, -0.008858131487889272, -0.012056901191849288, -0.03543252595155709, -0.07111111111111111, 0.14173010380622836, -0.03254133025759323, -0.03543252595155709, 0.044844290657439445, -0.22145328719723184, 0.012056901191849288, 0.2519646289888504]
GB_GCA_018665815.1	SAMN14915383	48.36 N 123.30 W	48.36 N 123.30 W	2012-08-28	PRJNA630981	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales_A	f__Casp-alpha2	g__UBA3470	s__UBA3470 sp018665815	2012-08-28	Canada: Vancouver, Saanich Inlet		hypoxic seawater		marine biome [ENVO:00000447]	[biomaterial_provider] Steven J Hallam --- [depth] 10-200 m --- [derived-from] This BioSample is a metagenomic assembly obtained from the Saanich Inlet SI073_S3 metagenome BioSample: SAMN14850029 --- [envrionmental-sample] 1 --- [identified_by] Heyu Lin --- [isolate] SI073_bin34 --- [metagenome-source] marine metagenome --- [metagenomic] 1 --- [sample_type] metagenomic assembly	[-0.01574778931180315, -0.11374086889657825, -0.2364628988850442, -0.17937716262975778, 0.000984236831987697, 0.03844675124951941, 0.07111111111111111, 0.15378700499807765, 0.13016532103037293, 0.0271280276816609, 0.09356401384083046, -0.09356401384083046, -0.017777777777777778, -0.17937716262975778, 0.08882737408688965, -0.022206843521722412, 0.09842368319876971, -0.07972318339100345, 0.07535563244905807, -0.000984236831987697, 0.07535563244905807, 0.2069357939254133, -0.09842368319876971, 0.2288965782391388, -0.09842368319876971, -0.16000000000000003, 0.019930795847750864, -0.3014225297962323, 0.14173010380622836, -0.17279507881584008, -0.16633602460592078, 0.3188927335640138, 0.11374086889657825, -0.05911572472126105, -0.14173010380622836, -0.05173394848135333, 0.08421376393694734, -0.003014225297962322, 0.0271280276816609, 0.11374086889657825, -0.05536332179930796, -0.16633602460592078, 0.16633602460592078, 0.029773164167627833, 0.01574778931180315, 0.1929104190695886, -0.16000000000000003, 0.03543252595155709, -0.07972318339100345, -0.029773164167627833, 0.008858131487889272, 0.05173394848135333, -0.12456747404844293, -0.008858131487889272, -0.012056901191849288, -0.03543252595155709, -0.07111111111111111, 0.14173010380622836, -0.03254133025759323, -0.03543252595155709, 0.044844290657439445, -0.22145328719723184, 0.012056901191849288, 0.2519646289888504]
GB_GCA_015232675.1	SAMN15005578	31.174289 N 114.543941 E	31.174289 N 114.543941 E	2016-07	PRJNA400260	d__Bacteria	p__Pseudomonadota	c__Magnetococcia	o__Magnetococcales	f__UBA8363	g__UBA8363	s__UBA8363 sp002753515	2016-07	China: Hongan		sediments			[derived-from] This BioSample is a metagenomic assembly obtained from the sediment metagenome BioSample: SAMN14969015 --- [environmental-sample] 1 --- [isolate] nHAa3bin1 --- [metagenome-source] sediment metagenome --- [metagenomic] 1 --- [sample-type] metagenomic assembly	[-0.003936947327950788, 0.022206843521722412, 0.19986159169550174, -0.08882737408688965, -0.012056901191849288, 0.21413302575932336, -0.186082276047674, 0.003014225297962322, -0.07972318339100345, 0.05536332179930796, 0.041584006151480196, 0.05911572472126105, -0.22145328719723184, -0.07972318339100345, -0.0629911572472126, -0.07535563244905807, -0.17937716262975778, 0.19986159169550174, -0.09356401384083046, -0.04822760476739715, -0.28444444444444444, 0.13016532103037293, -0.07111111111111111, -0.017777777777777778, -0.008858131487889272, 0.2761399461745483, -0.05536332179930796, -0.12456747404844293, 0.08882737408688965, 0.13588619761630144, -0.024605920799692427, 0.07972318339100345, 0.07111111111111111, 0.05173394848135333, -0.06698961937716265, 0.2761399461745483, -0.15378700499807765, -0.11909265667051133, 0.07972318339100345, 0.07111111111111111, 0.09356401384083046, 0.1929104190695886, -0.12456747404844293, 0.09842368319876971, 0.08421376393694734, 0.05536332179930796, 0.1085121107266436, 0.08882737408688965, 0.08882737408688965, 0.06698961937716265, -0.03254133025759323, 0.06698961937716265, 0.003014225297962322, 0.03543252595155709, 0.1085121107266436, -0.2599000384467512, -0.14769703960015382, 0.008858131487889272, -0.05173394848135333, -0.01384083044982699, -0.2288965782391388, -0.2364628988850442, 0.05173394848135333, 0.05173394848135333]
RS_GCF_014693665.1	SAMN15307021	41.657 N 91.549 W	41.657 N 91.549 W	2017-04-17	PRJNA224116	d__Bacteria	p__Bacillota	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus aureus	2017-04-17	USA: Iowa, Iowa City	Homo sapiens	Cystic Fibrosis airway culture			[collected_by] University of Iowa Cystic Fibrosis Center --- [genotype] Sequence Type 59 --- [host_disease_harmonized] Cystic Fibrosis --- [host_disease_outcome] Chronic disease --- [host_sex] male	[0.019930795847750864, -0.2761399461745483, 0.14769703960015382, -0.14173010380622836, 0.09842368319876971, -0.11909265667051133, -0.07535563244905807, -0.17279507881584008, -0.14769703960015382, -0.14769703960015382, -0.041584006151480196, -0.09842368319876971, -0.09842368319876971, -0.19986159169550174, -0.22145328719723184, -0.11909265667051133, -0.022206843521722412, 0.2679584775086506, -0.041584006151480196, 0.05911572472126105, 0.0015378700499807767, -0.041584006151480196, -0.12456747404844293, -0.044844290657439445, -0.11374086889657825, 0.2069357939254133, -0.05911572472126105, -0.03844675124951941, 0.07972318339100345, -0.08421376393694734, -0.0271280276816609, -0.17279507881584008, 0.05536332179930796, -0.03543252595155709, 0.05911572472126105, -0.029773164167627833, -0.11374086889657825, -0.09842368319876971, 0.03844675124951941, -0.024605920799692427, -0.186082276047674, -0.08421376393694734, -0.004982698961937716, 0.04822760476739715, 0.13016532103037293, 0.09356401384083046, 0.03844675124951941, 0.10340638216070744, 0.17279507881584008, -0.16633602460592078, 0.003014225297962322, 0.09356401384083046, -0.21413302575932336, -0.0005536332179930795, 0.21413302575932336, -0.09356401384083046, 0.05911572472126105, 0.12456747404844293, 0.08882737408688965, 0.05173394848135333, 0.017777777777777778, -0.186082276047674, -0.31009611687812383, -0.01384083044982699]
GB_GCA_020632575.1	SAMN15687796	22.38 N 114.20 E	22.38 N 114.20 E	2019-02	PRJNA648801	d__Bacteria	p__OLB16	c__OLB16	o__OLB16	f__OLB16	g__JACKFH01	s__JACKFH01 sp020632575	2019-02	China: Hong Kong Special Administrative Region		activated sludge from Hong Kong Shatin wastewater treatment plant		wastewater | waste treatment plant [ENVO:00002272] | sewage plant [ENVO:00003043]	[derived-from] This BioSample is a metagenomic assembly obtained from the Activated sludge metagenome BioSample:SAMN15648910 --- [environmental-sample] 1 --- [isolate] HK-STAS-OLB16-2 --- [metagenome-source] activated sludge metagenome --- [metagenomic] 1 --- [sample-type] metagenomic assembly	[0.14769703960015382, -0.28444444444444444, 0.044844290657439445, 0.03254133025759323, 0.07535563244905807, -0.11909265667051133, -0.09842368319876971, -0.13016532103037293, -0.2679584775086506, 0.17279507881584008, 0.03543252595155709, 0.08882737408688965, -0.2519646289888504, -0.1929104190695886, -0.16000000000000003, -0.19986159169550174, 0.13016532103037293, 0.14173010380622836, -0.05536332179930796, 0.11374086889657825, -0.05536332179930796, 0.11374086889657825, -0.13588619761630144, -0.11909265667051133, -0.029773164167627833, 0.2599000384467512, -0.0271280276816609, 0.04822760476739715, 0.03543252595155709, 0.044844290657439445, 0.09356401384083046, -0.004982698961937716, -0.05536332179930796, 0.006151480199923107, 0.11909265667051133, 0.003936947327950788, -0.14769703960015382, -0.044844290657439445, 0.07111111111111111, -0.0015378700499807767, 0.007443291041906958, -0.09842368319876971, -0.024605920799692427, 0.14173010380622836, 0.11374086889657825, 0.007443291041906958, -0.03254133025759323, 0.13016532103037293, 0.14173010380622836, 0.07972318339100345, -0.01574778931180315, -0.017777777777777778, -0.11374086889657825, 0.17937716262975778, 0.21413302575932336, -0.3014225297962323, 0.06698961937716265, -0.041584006151480196, 0.041584006151480196, -0.07535563244905807, 0.11374086889657825, -0.14173010380622836, -0.12456747404844293, 0.08882737408688965]
GB_GCA_024234575.1	SAMN15688044	22.38 N 114.20 E	22.38 N 114.20 E	2019-02	PRJNA648801	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Oleiphilaceae	g__JACKOB01	s__JACKOB01 sp024234575	2019-02	China: Hong Kong Special Administrative Region		activated sludge from Hong Kong Shatin wastewater treatment plant		wastewater | waste treatment plant [ENVO:00002272] | sewage plant [ENVO:00003043]	[derived-from] This BioSample is a metagenomic assembly obtained from the Activated sludge metagenome BioSample:SAMN15648910 --- [environmental-sample] 1 --- [isolate] HK-STAS-PROT-159 --- [metagenome-source] activated sludge metagenome --- [metagenomic] 1 --- [sample-type] metagenomic assembly	[0.14769703960015382, -0.28444444444444444, 0.044844290657439445, 0.03254133025759323, 0.07535563244905807, -0.11909265667051133, -0.09842368319876971, -0.13016532103037293, -0.2679584775086506, 0.17279507881584008, 0.03543252595155709, 0.08882737408688965, -0.2519646289888504, -0.1929104190695886, -0.16000000000000003, -0.19986159169550174, 0.13016532103037293, 0.14173010380622836, -0.05536332179930796, 0.11374086889657825, -0.05536332179930796, 0.11374086889657825, -0.13588619761630144, -0.11909265667051133, -0.029773164167627833, 0.2599000384467512, -0.0271280276816609, 0.04822760476739715, 0.03543252595155709, 0.044844290657439445, 0.09356401384083046, -0.004982698961937716, -0.05536332179930796, 0.006151480199923107, 0.11909265667051133, 0.003936947327950788, -0.14769703960015382, -0.044844290657439445, 0.07111111111111111, -0.0015378700499807767, 0.007443291041906958, -0.09842368319876971, -0.024605920799692427, 0.14173010380622836, 0.11374086889657825, 0.007443291041906958, -0.03254133025759323, 0.13016532103037293, 0.14173010380622836, 0.07972318339100345, -0.01574778931180315, -0.017777777777777778, -0.11374086889657825, 0.17937716262975778, 0.21413302575932336, -0.3014225297962323, 0.06698961937716265, -0.041584006151480196, 0.041584006151480196, -0.07535563244905807, 0.11374086889657825, -0.14173010380622836, -0.12456747404844293, 0.08882737408688965]
RS_GCF_017149595.1	SAMN15694267	10.769930 N 73.004790 W	10.769930 N 73.004790 W	2020-03-26	PRJNA224116	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium diphtheriae	2020-03-26	Colombia:La Guajira	Homo sapiens	pharyngeal swab from Venezuelan patient with diphtheria			[biovar] mitis --- [collected_by] Hospital San Rafael Nivel II --- [genotype] ST-174 --- [host_age] 14 --- [host_disease_harmonized] diphtheria --- [host_sex] male	[0.012056901191849288, -0.12456747404844293, 0.2364628988850442, -0.029773164167627833, -0.11909265667051133, -0.14769703960015382, 0.09356401384083046, -0.04822760476739715, -0.2761399461745483, 0.03254133025759323, -0.05173394848135333, 0.12456747404844293, -0.14173010380622836, -0.08421376393694734, -0.1085121107266436, 0.07111111111111111, 0.22145328719723184, 0.2364628988850442, 0.11374086889657825, 0.0271280276816609, 0.00024605920799692423, 0.31009611687812383, 0.08882737408688965, 0.15378700499807765, 0.0271280276816609, 0.041584006151480196, -0.022206843521722412, 0.03844675124951941, 0.03543252595155709, 0.13016532103037293, 0.08882737408688965, 0.003014225297962322, 0.01384083044982699, -0.10340638216070744, 0.07972318339100345, -0.11909265667051133, -0.17937716262975778, -0.022206843521722412, -0.008858131487889272, -0.0629911572472126, 0.10340638216070744, -0.2519646289888504, -0.16633602460592078, 0.21413302575932336, -0.029773164167627833, 0.08882737408688965, 0.017777777777777778, 0.1085121107266436, 0.14769703960015382, -0.004982698961937716, 0.07535563244905807, 0.08421376393694734, -0.2288965782391388, -0.019930795847750864, 0.05911572472126105, -0.1929104190695886, 0.08421376393694734, -0.13588619761630144, 0.008858131487889272, -0.186082276047674, 0.024605920799692427, -0.010396001537870049, -0.0005536332179930795, -0.19986159169550174]
GB_GCA_017644365.2	SAMN16237208	18 N 129 E	18 N 129 E	2014-12	PRJNA664924	d__Bacteria	p__Cyanobacteriota	c__Cyanobacteriia	o__PCC-6307	f__Cyanobiaceae	g__Prochlorococcus_A	s__Prochlorococcus_A sp003213375	2014-12			non-axenic culture inoculated from ocean water sample			[collected_by] Wei Yan --- [depth] 100 --- [derived-from] This BioSample is a metagenomic assembly obtained from the marine metagenome BioSample: SAMN17278194 --- [environmental-sample] 1 --- [isolate] CUG1437 --- [metagenome-source] marine metagenome --- [metagenomic] 1 --- [sample-type] metagenomic assembly --- [sample_type] cell culture	
GB_GCA_016290105.1	SAMN16243787	35.8400 N 50.9391 E	35.8400 N 50.9391 E	2018-10	PRJNA631951	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Sphaerochaetales	f__Sphaerochaetaceae	g__UBA9732	s__UBA9732 sp902781545	2018-10	Iran: Karaj	cattle	rumen		gut microbiome | rumen | fiber-attached	[derived-from] This BioSample is a metagenomic assembly obtained from the gut metagenome BioSample: SAMN14899003, SAMN14899023, SAMN14899085, and SAMN14899100 --- [environmental-sample] 1 --- [isolate] Tb.RUG.390 --- [metagenome-source] gut metagenome --- [metagenomic] 1 --- [sample-type] metagenomic assembly --- [submitted_organism_name] Sphaerochaetaceae bacterium	[0.16000000000000003, -0.12456747404844293, 0.08421376393694734, -0.07972318339100345, 0.15378700499807765, 0.024605920799692427, 0.14769703960015382, 0.14769703960015382, -0.3553094963475586, 0.11374086889657825, -0.0005536332179930795, -0.010396001537870049, -0.07972318339100345, -0.024605920799692427, -0.13016532103037293, -0.2519646289888504, 0.15378700499807765, 0.16000000000000003, 0.13588619761630144, -0.10340638216070744, 0.07535563244905807, -0.0005536332179930795, -0.07535563244905807, -0.1929104190695886, 0.03254133025759323, 0.11374086889657825, -0.024605920799692427, 0.03543252595155709, 0.07111111111111111, 0.07111111111111111, -0.08421376393694734, -0.04822760476739715, 0.0271280276816609, -0.13588619761630144, 0.11374086889657825, -0.16000000000000003, -0.2519646289888504, -0.17279507881584008, -0.2761399461745483, -0.07111111111111111, 0.044844290657439445, -0.09842368319876971, -0.007443291041906958, -0.19986159169550174, 0.07535563244905807, 0.2761399461745483, 0.01384083044982699, 0.2069357939254133, 0.09356401384083046, -0.07111111111111111, 0.004982698961937716, 0.11909265667051133, -0.003936947327950788, -0.03543252595155709, 0.14173010380622836, -0.0629911572472126, 0.01574778931180315, -0.029773164167627833, 0.003014225297962322, -0.05173394848135333, 0.11374086889657825, -0.07111111111111111, 0.002214532871972318, -0.03254133025759323]
GB_GCA_016290935.1	SAMN16243861	35.8400 N 50.9391 E	35.8400 N 50.9391 E	2018-10	PRJNA631951	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__RUG11894	s__RUG11894 sp017412505	2018-10	Iran: Karaj	cattle	rumen		gut microbiome | rumen | fiber-attached	[derived-from] This BioSample is a metagenomic assembly obtained from the gut metagenome BioSample: SAMN14899267, SAMN14899268, SAMN14900273, and SAMN14901117 --- [environmental-sample] 1 --- [isolate] Tb.RUG.457 --- [metagenome-source] gut metagenome --- [metagenomic] 1 --- [sample-type] metagenomic assembly --- [submitted_organism_name] Anaerovoracaceae bacterium	[0.16000000000000003, -0.12456747404844293, 0.08421376393694734, -0.07972318339100345, 0.15378700499807765, 0.024605920799692427, 0.14769703960015382, 0.14769703960015382, -0.3553094963475586, 0.11374086889657825, -0.0005536332179930795, -0.010396001537870049, -0.07972318339100345, -0.024605920799692427, -0.13016532103037293, -0.2519646289888504, 0.15378700499807765, 0.16000000000000003, 0.13588619761630144, -0.10340638216070744, 0.07535563244905807, -0.0005536332179930795, -0.07535563244905807, -0.1929104190695886, 0.03254133025759323, 0.11374086889657825, -0.024605920799692427, 0.03543252595155709, 0.07111111111111111, 0.07111111111111111, -0.08421376393694734, -0.04822760476739715, 0.0271280276816609, -0.13588619761630144, 0.11374086889657825, -0.16000000000000003, -0.2519646289888504, -0.17279507881584008, -0.2761399461745483, -0.07111111111111111, 0.044844290657439445, -0.09842368319876971, -0.007443291041906958, -0.19986159169550174, 0.07535563244905807, 0.2761399461745483, 0.01384083044982699, 0.2069357939254133, 0.09356401384083046, -0.07111111111111111, 0.004982698961937716, 0.11909265667051133, -0.003936947327950788, -0.03543252595155709, 0.14173010380622836, -0.0629911572472126, 0.01574778931180315, -0.029773164167627833, 0.003014225297962322, -0.05173394848135333, 0.11374086889657825, -0.07111111111111111, 0.002214532871972318, -0.03254133025759323]
